math,physics,chemistry,cs,coding_interest,analytical_interest,machine_interest,building_interest,electronics_interest,logic_aptitude,target_career
100,71,56,49,72,12,62,19,72,39,Electrical Engineering
71,70,71,69,97,63,58,50,91,87,Data Science / AI
84,66,40,72,33,48,11,32,94,34,Electrical Engineering
40,77,55,77,53,54,71,88,86,99,Mechanical Engineering
94,57,85,67,30,76,42,25,34,33,Electronics & Communication
100,66,57,87,12,76,75,29,37,76,Data Science / AI
68,59,62,74,37,13,51,27,38,40,Cybersecurity
95,42,70,86,44,45,71,35,21,74,Electronics & Communication
77,91,68,71,93,47,69,73,65,95,Cloud / DevOps
83,73,64,84,34,42,32,35,97,65,Electronics & Communication
65,62,62,99,23,84,85,49,31,56,Robotics / Automation
40,77,70,44,65,67,64,86,44,70,Civil Engineering
79,79,78,40,89,23,87,59,64,55,Cybersecurity
95,60,80,88,57,90,18,67,31,34,Electronics & Communication
61,81,64,40,42,85,62,47,87,97,Civil Engineering
92,60,57,67,60,13,24,33,51,84,Cybersecurity
79,71,78,50,55,41,19,37,94,77,Electronics & Communication
63,70,98,72,28,50,25,11,50,31,Civil Engineering
91,72,62,70,37,69,82,51,39,38,Robotics / Automation
72,81,90,81,46,87,37,77,37,43,Civil Engineering
92,57,63,61,81,45,87,95,19,83,Cloud / DevOps
79,66,80,58,50,50,35,35,16,93,Robotics / Automation
75,82,40,100,15,45,63,25,25,87,Cybersecurity
70,41,72,75,86,51,85,59,40,32,Mechanical Engineering
73,86,81,80,12,92,83,10,69,66,Mechanical Engineering
81,70,96,48,61,14,78,77,15,73,Civil Engineering
77,72,82,59,92,12,18,70,22,83,Cybersecurity
48,74,74,100,45,50,54,61,20,70,Robotics / Automation
55,89,100,68,88,16,60,48,99,88,Robotics / Automation
55,65,70,85,92,25,57,89,23,33,Cloud / DevOps
66,95,53,43,16,11,27,23,51,85,Cloud / DevOps
91,40,66,100,31,21,34,57,78,30,Electrical Engineering
74,55,69,74,43,15,24,16,48,39,Mechanical Engineering
77,81,54,100,52,98,88,58,44,51,Mechanical Engineering
78,82,60,98,84,68,25,26,50,48,Cloud / DevOps
71,76,56,57,91,67,95,25,76,97,Data Science / AI
85,65,57,63,83,71,94,72,45,71,Cloud / DevOps
85,62,68,75,38,21,43,47,20,75,Electronics & Communication
46,49,75,61,41,94,92,36,98,39,Data Science / AI
90,86,80,100,73,17,37,11,95,57,Electronics & Communication
73,81,61,100,59,34,72,23,53,56,Robotics / Automation
100,72,75,99,49,100,68,93,29,94,Civil Engineering
72,62,83,76,23,26,38,56,59,87,Electronics & Communication
77,59,44,79,35,61,34,18,45,84,Cybersecurity
88,68,91,62,97,49,83,92,23,48,Cloud / DevOps
59,70,68,88,23,24,40,12,68,53,Mechanical Engineering
63,92,99,74,13,70,94,77,67,75,Robotics / Automation
93,56,86,93,25,80,20,55,65,57,Cybersecurity
87,71,40,63,60,74,65,75,52,36,Civil Engineering
65,57,71,67,66,44,57,22,16,78,Electrical Engineering
62,56,59,95,34,47,34,61,32,65,Electronics & Communication
65,64,63,81,87,73,76,65,23,36,Cloud / DevOps
81,40,85,100,24,38,24,16,14,64,Cloud / DevOps
59,57,63,61,18,78,22,45,38,81,Electrical Engineering
78,42,53,100,60,22,38,98,44,93,Cloud / DevOps
61,90,75,42,31,36,54,91,46,66,Civil Engineering
84,70,63,79,10,22,33,74,99,91,Electronics & Communication
82,82,87,82,98,40,31,50,97,38,Data Science / AI
54,64,100,88,33,52,68,28,11,90,Electrical Engineering
100,92,73,80,52,12,32,43,19,51,Software Development
74,45,70,96,86,55,70,84,10,92,Data Science / AI
66,78,82,58,70,24,15,12,82,67,Electrical Engineering
68,56,57,51,77,74,31,28,22,42,Mechanical Engineering
61,93,56,77,52,67,72,54,79,62,Robotics / Automation
67,89,89,90,42,56,68,11,55,68,Civil Engineering
79,68,52,100,76,94,86,71,24,64,Software Development
63,81,85,65,28,62,38,94,28,75,Civil Engineering
90,83,95,66,73,13,41,83,99,85,Electronics & Communication
55,64,73,76,36,21,34,58,91,43,Mechanical Engineering
69,43,77,100,90,96,79,67,77,52,Electronics & Communication
81,81,78,82,96,54,52,60,85,83,Cybersecurity
88,77,65,60,49,34,15,84,76,73,Electrical Engineering
71,76,65,80,65,68,82,54,46,44,Mechanical Engineering
81,84,89,76,73,97,28,69,97,49,Electronics & Communication
55,66,70,41,89,81,95,30,48,92,Mechanical Engineering
95,74,75,99,18,47,11,68,15,57,Mechanical Engineering
65,80,68,71,85,25,16,72,49,30,Civil Engineering
63,96,64,87,65,55,94,10,16,62,Mechanical Engineering
46,89,85,76,54,46,74,95,81,49,Mechanical Engineering
71,78,100,43,44,28,35,65,84,40,Electronics & Communication
86,58,69,70,38,14,70,55,41,79,Electrical Engineering
68,71,52,93,61,22,43,48,86,69,Electrical Engineering
48,80,65,53,82,65,96,51,84,47,Mechanical Engineering
78,48,70,49,42,27,63,80,35,68,Mechanical Engineering
81,58,63,80,20,48,82,90,69,99,Cybersecurity
63,71,47,86,58,65,22,27,77,86,Civil Engineering
100,100,71,89,74,97,55,69,55,84,Robotics / Automation
48,94,81,66,63,62,69,13,81,33,Electrical Engineering
93,68,63,83,21,27,88,48,41,95,Civil Engineering
59,87,54,56,26,89,79,82,47,36,Robotics / Automation
61,83,60,50,26,61,95,10,69,96,Robotics / Automation
65,71,52,54,16,20,17,44,93,43,Civil Engineering
100,59,65,68,86,22,47,82,71,72,Software Development
68,81,84,69,25,84,96,75,16,56,Mechanical Engineering
56,91,68,100,81,73,27,38,96,49,Mechanical Engineering
41,74,98,68,90,49,10,72,89,55,Civil Engineering
71,76,61,69,24,18,10,29,87,45,Electrical Engineering
69,62,88,83,41,36,23,70,13,94,Robotics / Automation
78,84,66,61,60,17,25,48,61,91,Cybersecurity
65,72,54,65,40,79,43,88,97,86,Civil Engineering
67,100,40,71,94,88,25,65,28,32,Cybersecurity
100,73,81,76,28,94,40,31,75,99,Electrical Engineering
64,40,73,61,70,71,47,47,95,42,Robotics / Automation
62,64,96,100,57,95,45,60,59,43,Robotics / Automation
78,65,52,83,63,64,28,13,46,88,Data Science / AI
100,68,40,87,82,59,11,84,48,34,Cloud / DevOps
89,48,72,83,15,55,27,69,68,65,Software Development
73,60,85,67,30,55,74,74,36,74,Electronics & Communication
52,41,88,86,59,75,18,32,93,49,Civil Engineering
76,65,62,55,93,82,53,68,27,65,Cybersecurity
68,40,58,69,60,18,92,71,58,90,Cybersecurity
84,71,81,99,83,100,74,94,77,63,Data Science / AI
90,79,70,57,99,51,85,84,54,81,Software Development
86,97,75,100,15,13,30,39,22,43,Robotics / Automation
52,54,82,79,96,70,51,39,40,43,Cybersecurity
94,71,56,71,59,63,18,17,88,62,Electrical Engineering
52,55,84,90,14,19,66,57,87,33,Cybersecurity
80,46,64,52,51,23,99,67,58,47,Electronics & Communication
92,63,53,75,35,35,42,72,66,66,Cloud / DevOps
65,94,58,49,35,30,65,77,34,41,Civil Engineering
42,71,61,49,84,13,90,95,22,56,Mechanical Engineering
92,82,69,99,27,10,56,62,82,99,Electrical Engineering
84,59,54,89,53,33,97,92,77,93,Electrical Engineering
80,74,57,85,36,83,70,74,55,75,Civil Engineering
63,70,91,63,89,81,27,18,66,84,Electrical Engineering
51,56,84,79,19,82,20,26,76,68,Data Science / AI
73,64,77,59,25,73,39,16,86,99,Electronics & Communication
79,61,56,63,12,38,47,42,59,75,Data Science / AI
69,71,73,40,30,46,19,78,83,60,Electronics & Communication
62,66,92,55,61,89,17,79,99,44,Civil Engineering
77,94,50,82,84,70,43,93,13,34,Cybersecurity
62,64,57,61,63,43,35,52,17,47,Cloud / DevOps
100,84,86,83,80,52,94,17,40,93,Software Development
50,77,86,59,82,88,99,14,54,39,Robotics / Automation
89,82,97,67,86,88,20,80,71,46,Cybersecurity
58,66,91,42,15,23,14,73,74,58,Civil Engineering
43,73,63,75,93,54,65,71,48,59,Civil Engineering
89,63,41,100,12,17,13,35,78,78,Electrical Engineering
60,56,86,68,80,71,16,59,58,46,Electrical Engineering
74,79,86,68,99,64,80,27,24,86,Software Development
97,40,81,59,88,57,55,34,53,85,Software Development
95,74,59,86,40,39,21,85,11,59,Civil Engineering
88,81,54,66,62,78,82,15,11,61,Mechanical Engineering
74,71,81,40,19,17,26,66,33,66,Software Development
80,67,57,61,50,54,87,93,41,67,Civil Engineering
71,40,59,59,26,87,60,71,94,45,Electrical Engineering
82,59,66,100,19,42,79,36,73,75,Electrical Engineering
89,85,62,84,66,48,56,80,47,61,Civil Engineering
71,69,76,64,77,44,50,99,79,94,Software Development
97,69,79,100,16,54,62,100,89,92,Electronics & Communication
90,50,76,90,20,36,27,76,39,69,Electronics & Communication
88,55,60,92,36,25,57,28,14,60,Robotics / Automation
63,67,93,74,93,68,24,12,73,34,Mechanical Engineering
64,58,74,51,45,85,59,48,20,37,Mechanical Engineering
71,76,89,87,88,59,73,12,58,79,Cloud / DevOps
64,89,65,52,15,38,36,58,33,85,Electronics & Communication
72,93,72,75,16,94,49,14,79,74,Electrical Engineering
99,50,50,45,87,53,43,85,37,33,Cybersecurity
80,74,93,79,89,65,64,17,23,100,Cloud / DevOps
68,72,71,44,96,46,78,69,64,96,Robotics / Automation
100,79,73,86,30,58,69,40,26,31,Mechanical Engineering
85,69,60,85,97,45,20,41,79,67,Cybersecurity
80,59,91,80,83,60,14,88,45,76,Cybersecurity
85,92,70,80,94,42,93,87,11,45,Cybersecurity
87,61,70,77,82,94,51,43,32,86,Cloud / DevOps
60,100,48,51,12,66,11,69,14,75,Robotics / Automation
94,82,54,85,91,81,37,62,17,40,Cybersecurity
97,71,100,43,88,80,50,18,66,53,Cybersecurity
85,89,83,71,45,43,73,26,39,52,Mechanical Engineering
70,78,82,85,89,93,16,39,24,34,Cybersecurity
90,56,66,58,97,74,66,84,50,35,Data Science / AI
69,87,71,100,17,43,42,12,96,75,Electrical Engineering
77,72,71,63,86,40,54,23,19,94,Cloud / DevOps
74,88,71,60,24,75,19,40,36,71,Civil Engineering
61,65,71,96,97,63,19,92,64,66,Cybersecurity
54,67,72,41,13,51,87,56,52,82,Civil Engineering
62,61,58,78,70,47,89,13,30,77,Software Development
72,63,76,100,47,29,85,13,23,57,Civil Engineering
99,43,78,71,75,75,84,54,37,78,Software Development
77,66,71,77,94,29,58,93,20,39,Data Science / AI
66,58,63,79,82,74,83,90,80,83,Electrical Engineering
83,84,62,80,77,16,87,70,94,97,Cloud / DevOps
89,89,69,71,50,44,34,83,47,61,Civil Engineering
77,54,67,88,52,41,56,39,68,70,Data Science / AI
84,67,73,60,98,40,66,62,56,40,Cybersecurity
85,70,65,68,81,74,19,56,93,91,Data Science / AI
74,65,79,67,67,63,39,82,26,98,Cloud / DevOps
98,93,56,76,62,96,84,95,27,63,Robotics / Automation
65,67,100,69,53,50,25,20,62,83,Electronics & Communication
80,80,54,59,28,83,73,90,35,53,Robotics / Automation
56,58,40,84,11,31,25,63,43,100,Robotics / Automation
100,74,48,63,22,26,14,65,13,51,Data Science / AI
68,56,82,89,26,75,77,59,64,75,Cybersecurity
57,82,92,100,61,99,81,40,47,45,Robotics / Automation
100,58,100,68,53,85,87,88,23,35,Data Science / AI
66,76,61,82,55,67,62,90,67,85,Civil Engineering
55,68,89,73,47,71,99,27,33,95,Data Science / AI
77,79,87,45,29,10,85,85,57,88,Robotics / Automation
83,67,72,94,51,66,32,75,85,65,Electrical Engineering
57,56,40,65,39,48,73,53,16,96,Electronics & Communication
94,70,49,66,84,75,64,46,51,79,Cybersecurity
52,55,75,53,32,28,15,36,65,96,Mechanical Engineering
91,70,71,69,83,88,50,22,54,66,Data Science / AI
86,83,75,85,25,46,45,72,66,58,Civil Engineering
71,80,64,75,31,46,43,87,23,59,Civil Engineering
70,65,59,83,95,45,28,22,36,100,Electronics & Communication
94,89,51,98,31,13,86,15,79,98,Mechanical Engineering
70,81,56,77,10,72,13,57,36,66,Electrical Engineering
79,49,79,99,66,76,26,68,47,44,Data Science / AI
72,92,67,90,66,65,73,43,21,47,Robotics / Automation
41,100,92,69,95,24,55,20,38,39,Civil Engineering
45,76,48,83,30,74,52,45,68,95,Data Science / AI
81,57,86,89,100,98,50,14,65,42,Cybersecurity
89,72,48,92,34,81,94,90,14,31,Mechanical Engineering
70,51,90,100,27,85,58,38,96,55,Electronics & Communication
74,100,71,68,70,29,72,33,73,66,Mechanical Engineering
65,96,58,88,35,91,21,76,37,30,Civil Engineering
66,65,85,68,65,18,72,81,88,56,Electrical Engineering
68,88,93,86,14,63,98,43,88,78,Mechanical Engineering
65,64,71,80,91,54,71,77,94,53,Mechanical Engineering
60,82,71,44,39,47,95,72,72,80,Robotics / Automation
61,64,68,100,79,71,47,22,38,44,Mechanical Engineering
78,59,73,68,63,67,51,41,94,84,Electrical Engineering
79,80,88,74,32,69,50,94,24,74,Civil Engineering
99,85,59,100,99,60,100,26,71,92,Cloud / DevOps
79,59,94,100,97,40,13,47,44,94,Data Science / AI
74,64,67,87,62,17,81,51,43,70,Electrical Engineering
94,80,71,100,60,66,64,61,43,36,Mechanical Engineering
70,87,65,82,72,38,53,91,15,69,Civil Engineering
73,71,64,99,67,62,38,83,31,98,Civil Engineering
64,60,100,92,36,90,24,88,88,72,Cybersecurity
40,63,42,57,87,79,12,12,58,41,Civil Engineering
40,69,52,76,55,80,18,93,16,96,Civil Engineering
50,73,63,100,36,56,78,35,30,98,Robotics / Automation
96,83,65,100,39,47,30,57,52,82,Cloud / DevOps
51,50,68,100,80,41,11,14,12,97,Data Science / AI
71,69,48,92,74,60,72,15,30,66,Mechanical Engineering
89,83,60,62,13,39,90,98,41,34,Robotics / Automation
55,73,53,53,25,58,93,61,26,64,Mechanical Engineering
68,64,61,83,19,19,74,100,63,32,Software Development
76,67,72,57,79,87,29,22,85,80,Data Science / AI
76,74,47,92,87,49,51,64,75,32,Cybersecurity
61,73,87,91,45,68,35,22,43,90,Electrical Engineering
75,66,84,87,47,64,21,38,62,65,Robotics / Automation
65,60,40,77,46,99,78,74,41,78,Software Development
73,89,75,99,73,60,57,79,23,87,Civil Engineering
64,89,62,88,38,83,13,60,39,87,Civil Engineering
53,75,40,70,71,82,23,92,49,72,Civil Engineering
81,64,54,90,28,90,20,22,81,51,Electrical Engineering
73,64,70,100,72,85,41,20,28,81,Robotics / Automation
92,89,76,77,76,82,39,17,73,62,Cloud / DevOps
40,61,62,41,49,53,29,14,51,82,Software Development
57,42,69,89,44,98,36,81,72,99,Robotics / Automation
91,78,55,40,50,93,40,51,69,91,Electronics & Communication
48,52,56,72,81,20,23,64,99,39,Electrical Engineering
59,77,66,75,26,11,30,76,25,51,Civil Engineering
92,54,76,74,35,66,24,14,64,93,Cybersecurity
69,85,83,57,90,77,72,27,80,83,Robotics / Automation
72,76,65,85,11,47,25,65,47,64,Electronics & Communication
79,99,47,72,51,88,57,82,93,51,Electrical Engineering
61,81,45,81,47,76,97,36,88,77,Robotics / Automation
65,60,48,66,70,69,36,52,27,51,Electronics & Communication
91,71,79,100,70,11,50,63,32,49,Robotics / Automation
78,63,77,65,18,10,49,99,34,55,Data Science / AI
67,49,83,68,78,68,52,22,17,89,Cybersecurity
77,56,76,61,18,54,91,81,38,74,Software Development
72,85,81,74,34,45,46,64,84,69,Electronics & Communication
48,100,96,88,89,61,42,81,79,55,Civil Engineering
63,70,61,97,19,85,29,23,37,65,Cybersecurity
78,60,62,95,43,82,23,26,76,79,Electronics & Communication
99,94,81,70,83,85,87,45,88,90,Data Science / AI
40,76,69,77,31,10,39,37,21,48,Cybersecurity
75,52,78,86,31,70,10,51,19,36,Cybersecurity
85,86,79,67,75,66,64,95,70,71,Civil Engineering
73,73,71,92,48,74,25,40,81,80,Electronics & Communication
84,100,100,76,59,100,70,55,49,96,Civil Engineering
40,90,61,60,77,20,87,37,31,65,Mechanical Engineering
69,65,79,46,65,81,66,72,98,62,Electrical Engineering
58,77,79,86,81,65,93,54,32,33,Robotics / Automation
63,57,62,79,69,95,54,64,37,54,Electrical Engineering
97,41,66,51,57,32,11,35,66,76,Electronics & Communication
50,86,78,83,34,10,85,49,52,42,Robotics / Automation
88,64,63,100,42,74,11,87,44,34,Mechanical Engineering
71,83,70,41,92,71,60,15,99,62,Cybersecurity
44,63,85,89,90,17,83,13,70,88,Robotics / Automation
88,57,94,57,32,70,92,79,23,34,Civil Engineering
78,71,67,99,13,88,29,100,32,46,Civil Engineering
64,51,70,67,20,63,25,17,66,37,Civil Engineering
100,82,63,55,22,79,45,34,93,32,Electronics & Communication
46,56,71,100,96,50,100,31,85,76,Electronics & Communication
91,75,65,79,11,95,61,63,95,37,Electrical Engineering
67,97,67,73,34,74,28,44,20,52,Robotics / Automation
41,69,82,55,15,45,87,35,98,94,Electrical Engineering
63,83,47,94,32,91,10,49,45,74,Data Science / AI
67,66,53,81,53,69,82,99,21,89,Civil Engineering
100,83,57,95,21,24,21,33,21,53,Civil Engineering
70,92,82,40,85,90,12,31,11,57,Civil Engineering
59,86,72,56,68,20,41,49,97,54,Cybersecurity
65,43,68,100,49,16,58,100,46,52,Mechanical Engineering
87,100,83,93,27,82,50,62,38,54,Mechanical Engineering
100,77,67,93,35,32,47,43,99,86,Electronics & Communication
96,64,59,77,21,72,55,84,56,74,Electronics & Communication
87,83,48,100,67,90,97,31,14,79,Mechanical Engineering
65,68,56,100,78,82,36,99,65,74,Civil Engineering
78,59,82,88,92,97,46,36,53,94,Cybersecurity
72,84,57,66,21,75,36,43,37,89,Mechanical Engineering
44,52,97,100,14,24,76,94,90,53,Robotics / Automation
75,96,67,70,27,69,85,51,57,78,Mechanical Engineering
75,70,66,95,51,99,23,90,55,31,Civil Engineering
77,82,85,81,30,63,70,52,53,42,Cybersecurity
60,51,72,71,55,49,30,69,79,53,Software Development
76,71,100,51,66,88,68,85,83,85,Electronics & Communication
45,76,64,80,70,41,42,57,86,73,Robotics / Automation
83,91,47,64,96,61,48,15,39,94,Software Development
81,83,100,92,63,64,44,83,61,33,Civil Engineering
74,58,61,64,30,75,31,48,86,97,Electrical Engineering
84,75,50,67,82,27,26,94,52,36,Software Development
88,77,78,81,49,28,54,68,60,51,Robotics / Automation
99,75,64,58,10,94,28,35,32,68,Mechanical Engineering
78,40,67,71,20,33,40,36,65,41,Cloud / DevOps
54,58,82,79,29,97,81,57,10,91,Cybersecurity
76,76,71,97,54,22,70,80,97,80,Electrical Engineering
76,50,94,81,70,95,58,69,100,61,Electrical Engineering
66,53,75,72,59,26,50,27,61,71,Mechanical Engineering
98,66,57,91,96,64,86,60,78,39,Cybersecurity
88,74,80,74,72,95,85,13,38,52,Mechanical Engineering
78,89,79,71,57,56,53,74,10,80,Civil Engineering
95,40,100,44,19,92,39,27,73,54,Electrical Engineering
65,71,67,93,37,48,65,21,53,79,Cybersecurity
59,75,61,80,64,29,46,49,59,91,Software Development
74,73,61,65,43,63,32,30,60,96,Data Science / AI
79,86,61,59,69,20,54,97,22,81,Civil Engineering
84,71,82,58,11,30,50,26,83,94,Electronics & Communication
48,64,58,73,97,68,11,72,93,81,Electrical Engineering
65,83,65,77,16,48,64,43,91,44,Robotics / Automation
77,74,69,84,74,57,70,52,78,76,Electrical Engineering
63,92,66,51,32,64,78,59,96,40,Mechanical Engineering
77,59,79,100,10,53,100,85,43,55,Electronics & Communication
63,76,43,83,88,68,65,16,69,66,Software Development
61,62,53,88,25,72,68,56,16,77,Mechanical Engineering
90,72,57,100,64,53,96,47,13,99,Robotics / Automation
63,40,76,55,32,47,55,63,12,87,Civil Engineering
89,66,79,100,48,91,14,86,24,75,Civil Engineering
56,63,68,100,14,78,60,41,32,40,Electronics & Communication
65,63,77,64,22,26,28,91,73,85,Mechanical Engineering
77,48,100,50,54,68,98,89,41,97,Robotics / Automation
70,71,98,51,15,19,51,57,14,48,Data Science / AI
100,83,76,57,58,75,20,53,91,68,Electronics & Communication
83,61,88,57,61,12,33,42,93,40,Electronics & Communication
73,63,55,88,24,34,83,43,48,95,Electronics & Communication
83,90,43,94,41,98,16,57,83,90,Electrical Engineering
100,65,98,70,65,45,98,33,45,94,Software Development
54,67,85,59,87,61,33,96,46,64,Civil Engineering
65,80,70,85,10,62,36,12,63,46,Mechanical Engineering
78,79,63,79,44,69,86,91,50,42,Mechanical Engineering
61,91,60,95,38,12,100,51,38,38,Robotics / Automation
71,75,62,56,87,68,85,63,91,72,Cloud / DevOps
48,56,65,78,70,81,11,53,53,70,Civil Engineering
90,65,56,49,66,29,69,73,36,98,Cybersecurity
82,92,88,87,96,59,42,61,14,40,Cloud / DevOps
84,97,74,86,81,54,20,36,77,77,Cybersecurity
70,51,59,74,47,50,67,96,69,33,Cybersecurity
75,100,71,96,89,84,31,89,55,85,Cloud / DevOps
68,67,50,61,12,46,81,72,40,78,Civil Engineering
82,72,84,78,78,26,58,87,25,42,Cloud / DevOps
69,100,68,95,37,37,24,83,47,52,Civil Engineering
68,82,83,78,30,61,80,62,55,57,Robotics / Automation
40,72,88,84,86,45,50,56,90,43,Civil Engineering
81,46,59,82,74,78,78,60,38,81,Robotics / Automation
81,90,67,82,69,46,67,30,32,81,Mechanical Engineering
75,57,40,82,10,78,52,69,93,52,Electrical Engineering
77,62,45,86,59,84,93,63,63,82,Cloud / DevOps
71,80,97,40,91,13,89,38,27,94,Software Development
64,68,91,45,86,83,62,12,51,61,Cybersecurity
100,74,68,71,82,90,70,97,21,77,Software Development
68,87,53,81,86,93,59,80,75,54,Electrical Engineering
69,60,100,82,68,57,40,32,70,55,Civil Engineering
84,89,48,100,26,47,18,13,36,89,Robotics / Automation
40,60,63,85,41,97,87,66,40,52,Robotics / Automation
78,69,69,57,74,92,24,87,52,50,Civil Engineering
52,82,80,100,41,69,18,10,14,82,Electronics & Communication
63,82,65,96,70,59,19,63,43,98,Data Science / AI
